Index_disease	Index_disease_id	Associated_disease	Associated_disease_id	Co-mentions
Leukemia	MESH:D007938	Insulinoma	MESH:D007340	10
Leukemia	MESH:D007938	Hyper-IgM Immunodeficiency Syndrome	MESH:D053306	10
Leukemia	MESH:D007938	Osteoarthritis, Knee	MESH:D020370	10
Leukemia	MESH:D007938	Oligodendroglioma	MESH:D009837	10
Leukemia	MESH:D007938	Substance Abuse, Intravenous	MESH:D015819	10
Leukemia	MESH:D007938	Costello Syndrome	MESH:D056685	10
Leukemia	MESH:D007938	Williams Syndrome	MESH:D018980	10
Leukemia	MESH:D007938	Lymphomatoid Papulosis	MESH:D017731	10
Leukemia	MESH:D007938	Fibroma	MESH:D005350	10
Leukemia	MESH:D007938	Carcinoma, Acinar Cell	MESH:D018267	10
Leukemia	MESH:D007938	Cogan Syndrome	MESH:D055952	10
Leukemia	MESH:D007938	Sciatic Neuropathy	MESH:D020426	10
Leukemia	MESH:D007938	Bronchitis, Chronic	MESH:D029481	10
Leukemia	MESH:D007938	Granuloma, Lethal Midline	MESH:D006103	10
Leukemia	MESH:D007938	Cecal Diseases	MESH:D002429	10
Leukemia	MESH:D007938	Intestinal Pseudo-Obstruction	MESH:D007418	10
Lymphoma	MESH:D008223	Lateral Medullary Syndrome	MESH:D014854	10
Lymphoma	MESH:D008223	Pupil Disorders	MESH:D011681	10
Lymphoma	MESH:D008223	Parkinsonian Disorders	MESH:D020734	10
Lymphoma	MESH:D008223	Hyphema	MESH:D006988	10
Lymphoma	MESH:D008223	Osteogenesis Imperfecta	MESH:D010013	10
Lymphoma	MESH:D008223	Calcium Metabolism Disorders	MESH:D002128	10
Lymphoma	MESH:D008223	Hypopigmentation	MESH:D017496	10
Lymphoma	MESH:D008223		OMIM:613179	10
Lymphoma	MESH:D008223	Biliary Fistula	MESH:D001658	10
Lymphoma	MESH:D008223	Dermatitis, Perioral	MESH:D019557	10
Lymphoma	MESH:D008223		OMIM:261000	10
Lymphoma	MESH:D008223	Porencephaly cerebellar hypoplasia malformations	MESH:C536336	10
Lymphoma	MESH:D008223	Reproductive Tract Infections	MESH:D060737	10
Lymphoma	MESH:D008223	Magnesium Deficiency	MESH:D008275	10
Lymphoma	MESH:D008223	Cholestasis, Intrahepatic	MESH:D002780	10
Lymphoma	MESH:D008223	Schizophrenia	MESH:D012559	10
Lymphoma	MESH:D008223	Tuberculosis, Cutaneous	MESH:D014382	10
Lymphoma	MESH:D008223	Basal Ganglia Diseases	MESH:D001480	10
Lymphoma	MESH:D008223	Dysentery, Amebic	MESH:D004404	10
Lymphoma	MESH:D008223	Tuberculosis, Spinal	MESH:D014399	10
Lymphoma	MESH:D008223	Yersinia Infections	MESH:D015009	10
Lymphoma	MESH:D008223	Felty Syndrome	MESH:D005258	10
Lymphoma	MESH:D008223	Amebiasis	MESH:D000562	10
Lymphoma	MESH:D008223	Fabry Disease	MESH:D000795	10
Lymphoma	MESH:D008223	Brain Diseases, Metabolic	MESH:D001928	10
Lymphoma	MESH:D008223	Skull Neoplasms	MESH:D012888	10
Lymphoma	MESH:D008223	Adenoviridae Infections	MESH:D000257	10
Lymphoma	MESH:D008223	Feline Acquired Immunodeficiency Syndrome	MESH:D016181	10
Lymphoma	MESH:D008223	Keratitis, Herpetic	MESH:D016849	10
Lymphoma	MESH:D008223	Vitiligo	MESH:D014820	10
Lymphoma	MESH:D008223	Zellweger Syndrome	MESH:D015211	10
Lymphoma	MESH:D008223	Wounds, Nonpenetrating	MESH:D014949	10
Lymphoma	MESH:D008223	Mammary Neoplasms, Experimental	MESH:D008325	10
Lymphoma	MESH:D008223	Vitamin A Deficiency	MESH:D014802	10
Lymphoma	MESH:D008223	Irritable Bowel Syndrome	MESH:D043183	10
Lymphoma	MESH:D008223	Colitis, Lymphocytic	MESH:D046730	10
Lymphoma	MESH:D008223	Graves Ophthalmopathy	MESH:D049970	10
Lymphoma	MESH:D008223	Eye Pain	MESH:D058447	10
Lymphoma	MESH:D008223	Liver Abscess, Pyogenic	MESH:D046290	10
Lymphoma	MESH:D008223	Leukemoid Reaction	MESH:D007955	10
Lymphoma	MESH:D008223	Migraine Disorders	MESH:D008881	10
Lymphoma	MESH:D008223	Central Nervous System Venous Angioma	MESH:D020787	10
Lymphoma	MESH:D008223	Cutaneous Fistula	MESH:D017577	10
Lymphoma	MESH:D008223	Systolic Murmurs	MESH:D054160	10
Lymphoma	MESH:D008223	Muscle Hypotonia	MESH:D009123	10
Lymphoma	MESH:D008223	Adenomatoid Tumor	MESH:D018254	10
Lymphoma	MESH:D008223		MESH:C535533	10
Lymphoma	MESH:D008223	Vaginal Neoplasms	MESH:D014625	10
Lymphoma	MESH:D008223	Blood Group Incompatibility	MESH:D001787	10
Lymphoma	MESH:D008223	Carcinoma, Adenosquamous	MESH:D018196	10
Lymphoma	MESH:D008223	Fusariosis	MESH:D060585	10
Lymphoma	MESH:D008223	Facial Hemiatrophy	MESH:D005150	10
Lymphoma	MESH:D008223	Penile Diseases	MESH:D010409	10
Lymphoma	MESH:D008223	Abnormal Karyotype	MESH:D059786	10
Lymphoma	MESH:D008223	Mumps	MESH:D009107	10
Lymphoma	MESH:D008223	Coronary Vasospasm	MESH:D003329	10
Lymphoma	MESH:D008223	Keratoderma, Palmoplantar	MESH:D007645	10
Lymphoma	MESH:D008223	Neuroma	MESH:D009463	10
Lymphoma	MESH:D008223		OMIM:136760	10
Lymphoma	MESH:D008223	Pneumoconiosis	MESH:D011009	10
Lymphoma	MESH:D008223	Blastomycosis	MESH:D001759	10
Lymphoma	MESH:D008223	Typhlitis	MESH:D053706	10
Lymphoma	MESH:D008223	Urethral Neoplasms	MESH:D014523	10
Lymphoma	MESH:D008223	Klebsiella Infections	MESH:D007710	10
Lymphoma	MESH:D008223	Rhabdomyolysis	MESH:D012206	10
Lymphoma	MESH:D008223	Esophageal Achalasia	MESH:D004931	10
Lymphoma	MESH:D008223	Bell Palsy	MESH:D020330	10
Lymphoma	MESH:D008223	Nephrosis	MESH:D009401	10
Lymphoma	MESH:D008223	Syndactyly	MESH:D013576	10
Lymphoma	MESH:D008223	Maxillary Diseases	MESH:D008439	10
Lymphoma	MESH:D008223	AIDS-Related Opportunistic Infections	MESH:D017088	10
Lymphoma	MESH:D008223		OMIM:262400	10
Lymphoma	MESH:D008223	Agenesis of Corpus Callosum	MESH:D061085	10
Lymphoma	MESH:D008223	Depressive Disorder, Major	MESH:D003865	10
Lymphoma	MESH:D008223	Ventricular Premature Complexes	MESH:D018879	10
Lymphoma	MESH:D008223	Bronchial Spasm	MESH:D001986	10
Lymphoma	MESH:D008223	Postoperative Hemorrhage	MESH:D019106	10
Lymphoma	MESH:D008223	Solitary Fibrous Tumor, Pleural	MESH:D054363	10
Lymphoma	MESH:D008223	Intervertebral Disc Displacement	MESH:D007405	10
Lymphoma	MESH:D008223	Erectile Dysfunction	MESH:D007172	10
Lymphoma	MESH:D008223	Central Nervous System Cysts	MESH:D020863	10
Lymphoma	MESH:D008223		MESH:C536125	10
Lymphoma	MESH:D008223	Kidney Tubular Necrosis, Acute	MESH:D007683	10
Lymphoma	MESH:D008223	Hypercalciuria	MESH:D053565	10
Multiple Myeloma	MESH:D009101	Tetraploidy	MESH:D057891	10
Multiple Myeloma	MESH:D009101	Polydipsia	MESH:D059606	10
Multiple Myeloma	MESH:D009101	Hepatitis C, Chronic	MESH:D019698	10
Multiple Myeloma	MESH:D009101	Mobility Limitation	MESH:D051346	10
Multiple Myeloma	MESH:D009101	Systemic Inflammatory Response Syndrome	MESH:D018746	10
Multiple Myeloma	MESH:D009101	Coronary Disease	MESH:D003327	10
Multiple Myeloma	MESH:D009101	Hypoglycemia	MESH:D007003	10
Multiple Myeloma	MESH:D009101	Cholangiocarcinoma	MESH:D018281	10
Multiple Myeloma	MESH:D009101	Neoplastic Cells, Circulating	MESH:D009360	10
Multiple Myeloma	MESH:D009101	Wolf-Hirschhorn Syndrome	MESH:D054877	10
Multiple Myeloma	MESH:D009101	Abdominal Abscess	MESH:D018784	10
Multiple Myeloma	MESH:D009101	Melorheostosis	MESH:D008557	10
Multiple Myeloma	MESH:D009101	Lupus Erythematosus, Discoid	MESH:D008179	10
Multiple Myeloma	MESH:D009101	Mixed Connective Tissue Disease	MESH:D008947	10
Multiple Myeloma	MESH:D009101		OMIM:601238	10
Multiple Myeloma	MESH:D009101	Wrinkly skin syndrome	MESH:C536750	10
Multiple Myeloma	MESH:D009101	Guillain-Barre Syndrome	MESH:D020275	10
Multiple Myeloma	MESH:D009101	Calcinosis	MESH:D002114	10
Multiple Myeloma	MESH:D009101		OMIM:300194	10
Multiple Myeloma	MESH:D009101	Photophobia	MESH:D020795	10
Multiple Myeloma	MESH:D009101	Cardiomegaly	MESH:D006332	10
Multiple Myeloma	MESH:D009101		OMIM:105250	10
Multiple Myeloma	MESH:D009101	Retroperitoneal Neoplasms	MESH:D012186	10
Multiple Myeloma	MESH:D009101	Blister	MESH:D001768	10
Multiple Myeloma	MESH:D009101	Fistula	MESH:D005402	10
Multiple Myeloma	MESH:D009101	Respiratory Syncytial Virus Infections	MESH:D018357	10
Multiple Myeloma	MESH:D009101	Cardiac Output, Low	MESH:D002303	10
Multiple Myeloma	MESH:D009101	Hypertensive Retinopathy	MESH:D058437	10
Multiple Myeloma	MESH:D009101	Glaucoma	MESH:D005901	10
Multiple Myeloma	MESH:D009101	Polyarteritis Nodosa	MESH:D010488	10
Multiple Myeloma	MESH:D009101	Syphilis	MESH:D013587	10
Multiple Myeloma	MESH:D009101	Hemangiosarcoma	MESH:D006394	10
Multiple Myeloma	MESH:D009101	Mastocytoma	MESH:D034801	10
Multiple Myeloma	MESH:D009101	Maxillary Sinus Neoplasms	MESH:D008444	10
Multiple Myeloma	MESH:D009101	beta-Thalassemia	MESH:D017086	10
Multiple Myeloma	MESH:D009101	Pleural Neoplasms	MESH:D010997	10
Multiple Myeloma	MESH:D009101	Muscular Dystrophies	MESH:D009136	10
Multiple Myeloma	MESH:D009101	Nerve Degeneration	MESH:D009410	10
Multiple Myeloma	MESH:D009101	Osteoma, Osteoid	MESH:D010017	10
Multiple Myeloma	MESH:D009101	Osteoblastoma	MESH:D018215	10
Multiple Myeloma	MESH:D009101	Fasciitis, Plantar	MESH:D036981	10
Multiple Myeloma	MESH:D009101	Iatrogenic Disease	MESH:D007049	10
Multiple Myeloma	MESH:D009101	Immunoblastic Lymphadenopathy	MESH:D007119	10
Multiple Myeloma	MESH:D009101	Orbital Diseases	MESH:D009916	10
Leukemia	MESH:D007938	Acute Coronary Syndrome	MESH:D054058	9
Leukemia	MESH:D007938	Hemangioma, Cavernous	MESH:D006392	9
Leukemia	MESH:D007938	Neck Injuries	MESH:D019838	9
Leukemia	MESH:D007938	Cataract anterior polar dominant	MESH:C538282	9
Leukemia	MESH:D007938		MESH:C531767	9
Leukemia	MESH:D007938	Abducens Nerve Diseases	MESH:D020434	9
Leukemia	MESH:D007938	Infratentorial Neoplasms	MESH:D015192	9
Leukemia	MESH:D007938	Oliguria	MESH:D009846	9
Leukemia	MESH:D007938		OMIM:602482	9
Leukemia	MESH:D007938		OMIM:147050	9
Leukemia	MESH:D007938	Pinealoma	MESH:D010871	9
Leukemia	MESH:D007938	Plaque, Atherosclerotic	MESH:D058226	9
Leukemia	MESH:D007938		OMIM:163000	9
Leukemia	MESH:D007938	Marfan Syndrome	MESH:D008382	9
Leukemia	MESH:D007938		OMIM:604370	9
Leukemia	MESH:D007938	Ophthalmoplegia	MESH:D009886	9
Leukemia	MESH:D007938	Skull Base Neoplasms	MESH:D019292	9
Leukemia	MESH:D007938	Pregnancy Complications, Hematologic	MESH:D011250	9
Leukemia	MESH:D007938		MESH:C536915	9
Leukemia	MESH:D007938	Polyradiculoneuropathy, Chronic Inflammatory Demyelinating	MESH:D020277	9
Leukemia	MESH:D007938	Vitamin A Deficiency	MESH:D014802	9
Leukemia	MESH:D007938		OMIM:164160	9
Leukemia	MESH:D007938	Ureteral Obstruction	MESH:D014517	9
Leukemia	MESH:D007938	Diffuse Axonal Injury	MESH:D020833	9
Leukemia	MESH:D007938	Lichen Planus	MESH:D008010	9
Leukemia	MESH:D007938	Germinoma	MESH:D018237	9
Leukemia	MESH:D007938	Goiter	MESH:D006042	9
Leukemia	MESH:D007938		MESH:C538579	9
Leukemia	MESH:D007938	Mastoiditis	MESH:D008417	9
Leukemia	MESH:D007938	Gastroesophageal Reflux	MESH:D005764	9
Leukemia	MESH:D007938	Intervertebral Disc Displacement	MESH:D007405	9
Leukemia	MESH:D007938	Muscular Dystrophy, Duchenne	MESH:D020388	9
Leukemia	MESH:D007938	Amebiasis	MESH:D000562	9
Leukemia	MESH:D007938	Neural Tube Defects	MESH:D009436	9
Leukemia	MESH:D007938	Desmoplastic Small Round Cell Tumor	MESH:D058405	9
Leukemia	MESH:D007938	Fasciitis, Necrotizing	MESH:D019115	9
Leukemia	MESH:D007938	Moyamoya Disease	MESH:D009072	9
Leukemia	MESH:D007938	Reflex Sympathetic Dystrophy	MESH:D012019	9
Leukemia	MESH:D007938	Anterior segment mesenchymal dysgenesis	MESH:C537775	9
Leukemia	MESH:D007938	Hydrops Fetalis	MESH:D015160	9
Leukemia	MESH:D007938	Farber Lipogranulomatosis	MESH:D055577	9
Leukemia	MESH:D007938	Early-onset ataxia with oculomotor apraxia and hypoalbuminemia	MESH:C538013	9
Leukemia	MESH:D007938	Hip Dislocation, Congenital	MESH:D006618	9
Leukemia	MESH:D007938	Focal Dermal Hypoplasia	MESH:D005489	9
Leukemia	MESH:D007938	Arterial Occlusive Diseases	MESH:D001157	9
Leukemia	MESH:D007938	Esophageal and Gastric Varices	MESH:D004932	9
Leukemia	MESH:D007938		OMIM:604173	9
Leukemia	MESH:D007938		MESH:C538266	9
Leukemia	MESH:D007938	Tooth Abnormalities	MESH:D014071	9
Leukemia	MESH:D007938	Stevens-Johnson Syndrome	MESH:D013262	9
Leukemia	MESH:D007938	Hypoparathyroidism-retardation-dysmorphism syndrome	MESH:C537157	9
Leukemia	MESH:D007938	Body Weight	MESH:D001835	9
Leukemia	MESH:D007938		MESH:C536507	9
Leukemia	MESH:D007938	Mammary Neoplasms, Experimental	MESH:D008325	9
Leukemia	MESH:D007938	Failure to Thrive	MESH:D005183	9
Leukemia	MESH:D007938	Delirium	MESH:D003693	9
Leukemia	MESH:D007938	13q deletion syndrome	MESH:C535484	9
Leukemia	MESH:D007938	Werner Syndrome	MESH:D014898	9
Leukemia	MESH:D007938	Common Cold	MESH:D003139	9
Leukemia	MESH:D007938	Parvovirus antenatal infection	MESH:C536301	9
Leukemia	MESH:D007938	Heart Injuries	MESH:D006335	9
Leukemia	MESH:D007938	Chromosome 22, trisomy	MESH:C536799	9
Leukemia	MESH:D007938	Peripheral Nervous System Neoplasms	MESH:D010524	9
Leukemia	MESH:D007938	Femur Head Necrosis	MESH:D005271	9
Leukemia	MESH:D007938	Graves Ophthalmopathy	MESH:D049970	9
Leukemia	MESH:D007938	Bites and Stings	MESH:D001733	9
Leukemia	MESH:D007938	Bone Cysts	MESH:D001845	9
Leukemia	MESH:D007938	Hereditary Central Nervous System Demyelinating Diseases	MESH:D020279	9
Leukemia	MESH:D007938	Alagille Syndrome	MESH:D016738	9
Leukemia	MESH:D007938	Heart Septal Defects, Ventricular	MESH:D006345	9
Leukemia	MESH:D007938	Leukoplakia, Oral	MESH:D007972	9
Leukemia	MESH:D007938	Distemper	MESH:D004216	9
Leukemia	MESH:D007938	Hip Dislocation	MESH:D006617	9
Leukemia	MESH:D007938	Xanthomatosis, Cerebrotendinous	MESH:D019294	9
Leukemia	MESH:D007938	Pneumonia, Pneumococcal	MESH:D011018	9
Leukemia	MESH:D007938	Depressive Disorder, Major	MESH:D003865	9
Leukemia	MESH:D007938	Laurin-Sandrow syndrome	MESH:C535689	9
Leukemia	MESH:D007938	Central Nervous System Vascular Malformations	MESH:D020785	9
Leukemia	MESH:D007938	Retinopathy of Prematurity	MESH:D012178	9
Leukemia	MESH:D007938	Argininosuccinic Aciduria	MESH:D056807	9
Leukemia	MESH:D007938	Hemiplegia	MESH:D006429	9
Leukemia	MESH:D007938	Sagittal Sinus Thrombosis	MESH:D020225	9
Leukemia	MESH:D007938		MESH:C537771	9
Leukemia	MESH:D007938	Penile Neoplasms	MESH:D010412	9
Leukemia	MESH:D007938	Cardiofaciocutaneous syndrome	MESH:C535579	9
Leukemia	MESH:D007938	Enteropathy-Associated T-Cell Lymphoma	MESH:D058527	9
Leukemia	MESH:D007938	Urinary Bladder, Neurogenic	MESH:D001750	9
Leukemia	MESH:D007938	Prion Diseases	MESH:D017096	9
Leukemia	MESH:D007938	Optic Nerve Injuries	MESH:D020221	9
Leukemia	MESH:D007938	Arteriovenous Malformations	MESH:D001165	9
Leukemia	MESH:D007938	Heavy Chain Disease	MESH:D006362	9
Leukemia	MESH:D007938	Muscle Spasticity	MESH:D009128	9
Leukemia	MESH:D007938	Vaginal Neoplasms	MESH:D014625	9
Leukemia	MESH:D007938	Carcinoma, Transitional Cell	MESH:D002295	9
Leukemia	MESH:D007938	Meningitis, Pneumococcal	MESH:D008586	9
Leukemia	MESH:D007938	Respiratory Tract Neoplasms	MESH:D012142	9
Leukemia	MESH:D007938		OMIM:254600	9
Leukemia	MESH:D007938		OMIM:256810	9
Leukemia	MESH:D007938	Chromosome 8, trisomy	MESH:C537942	9
Leukemia	MESH:D007938	Moloney syndrome	MESH:C535810	9
Leukemia	MESH:D007938	Ear Neoplasms	MESH:D004428	9
Leukemia	MESH:D007938	Liver Neoplasms, Experimental	MESH:D008114	9
Lymphoma	MESH:D008223	Chlamydial Pneumonia	MESH:D061387	9
Lymphoma	MESH:D008223	Filariasis	MESH:D005368	9
Lymphoma	MESH:D008223		MESH:C536419	9
Lymphoma	MESH:D008223	Mood Disorders	MESH:D019964	9
Lymphoma	MESH:D008223	Photophobia	MESH:D020795	9
Lymphoma	MESH:D008223	Familial medullary thyroid carcinoma	MESH:C536911	9
Lymphoma	MESH:D008223	Familial apoceruloplasmin deficiency	MESH:C536004	9
Lymphoma	MESH:D008223	Hypertrophy, Left Ventricular	MESH:D017379	9
Lymphoma	MESH:D008223	Cerebrovascular Trauma	MESH:D020214	9
Lymphoma	MESH:D008223	Breast Cyst	MESH:D047688	9
Lymphoma	MESH:D008223	Hemoglobinopathies	MESH:D006453	9
Lymphoma	MESH:D008223	Glycogen Storage Disease Type II	MESH:D006009	9
Lymphoma	MESH:D008223	Choroidal Neovascularization	MESH:D020256	9
Lymphoma	MESH:D008223	Leukemia, Mast-Cell	MESH:D007946	9
Lymphoma	MESH:D008223		OMIM:612263	9
Lymphoma	MESH:D008223	Purpura, Thrombocytopenic	MESH:D011696	9
Lymphoma	MESH:D008223	Hypertrophy, Right Ventricular	MESH:D017380	9
Lymphoma	MESH:D008223	Maxillary Sinusitis	MESH:D015523	9
Lymphoma	MESH:D008223	Bipolar Disorder	MESH:D001714	9
Lymphoma	MESH:D008223	Meningocele	MESH:D008588	9
Lymphoma	MESH:D008223	Hyperaldosteronism	MESH:D006929	9
Lymphoma	MESH:D008223	Ileitis	MESH:D007079	9
Lymphoma	MESH:D008223	Sciatica	MESH:D012585	9
Lymphoma	MESH:D008223	Pyoderma	MESH:D011711	9
Lymphoma	MESH:D008223	Leishmaniasis, Cutaneous	MESH:D016773	9
Lymphoma	MESH:D008223	Encephalomyelitis, Autoimmune, Experimental	MESH:D004681	9
Lymphoma	MESH:D008223	Neoplastic Processes	MESH:D009385	9
Lymphoma	MESH:D008223	Leukoplakia, Oral	MESH:D007972	9
Lymphoma	MESH:D008223	Aortic Valve Insufficiency	MESH:D001022	9
Lymphoma	MESH:D008223	Dysautonomia, Familial	MESH:D004402	9
Lymphoma	MESH:D008223		OMIM:135700	9
Lymphoma	MESH:D008223	Poliomyelitis	MESH:D011051	9
Lymphoma	MESH:D008223	Tetanus	MESH:D013742	9
Lymphoma	MESH:D008223	Hyperinsulinism	MESH:D006946	9
Lymphoma	MESH:D008223		OMIM:116920	9
Lymphoma	MESH:D008223	Glaucoma, Neovascular	MESH:D015355	9
Lymphoma	MESH:D008223	Subdural Effusion	MESH:D013353	9
Lymphoma	MESH:D008223	Lissencephaly and agenesis of corpus callosum	MESH:C531731	9
Lymphoma	MESH:D008223	Syphilis, Latent	MESH:D013592	9
Lymphoma	MESH:D008223		OMIM:105250	9
Lymphoma	MESH:D008223	Sandhaus Ben-Ami syndrome	MESH:C537233	9
Lymphoma	MESH:D008223	Systemic candidiasis	MESH:C536777	9
Lymphoma	MESH:D008223	Iridocyclitis	MESH:D015863	9
Lymphoma	MESH:D008223	Hematoma, Subdural, Chronic	MESH:D020200	9
Lymphoma	MESH:D008223	Gingival Overgrowth	MESH:D019214	9
Lymphoma	MESH:D008223	Nephroma, Mesoblastic	MESH:D018201	9
Lymphoma	MESH:D008223	Neurofibroma, Plexiform	MESH:D018318	9
Lymphoma	MESH:D008223	Facial paresis, hereditary, congenital	MESH:C536386	9
Lymphoma	MESH:D008223	Autoimmune Diseases of the Nervous System	MESH:D020274	9
Lymphoma	MESH:D008223	Bronchial Diseases	MESH:D001982	9
Lymphoma	MESH:D008223		OMIM:609197	9
Lymphoma	MESH:D008223	Tongue Diseases	MESH:D014060	9
Lymphoma	MESH:D008223	Brucellosis	MESH:D002006	9
Lymphoma	MESH:D008223	Protein-Energy Malnutrition	MESH:D011502	9
Lymphoma	MESH:D008223	Hypotension, Orthostatic	MESH:D007024	9
Lymphoma	MESH:D008223	Forearm Injuries	MESH:D005543	9
Lymphoma	MESH:D008223	Gingival Hyperplasia	MESH:D005885	9
Lymphoma	MESH:D008223	Trismus	MESH:D014313	9
Lymphoma	MESH:D008223	Aging, Premature	MESH:D019588	9
Lymphoma	MESH:D008223	Ankle Injuries	MESH:D016512	9
Lymphoma	MESH:D008223	Sialic Acid Storage Disease	MESH:D029461	9
Lymphoma	MESH:D008223	Brachial Plexus Neuritis	MESH:D020968	9
Lymphoma	MESH:D008223	Bruton type agammaglobulinemia	MESH:C537409	9
Lymphoma	MESH:D008223	Erythroblastosis, Fetal	MESH:D004899	9
Lymphoma	MESH:D008223		OMIM:183600	9
Lymphoma	MESH:D008223	Rheumatoid Nodule	MESH:D012218	9
Lymphoma	MESH:D008223	Limb Deformities, Congenital	MESH:D017880	9
Lymphoma	MESH:D008223	Macules hereditary congenital hypopigmented and hyperpigmented	MESH:C537836	9
Lymphoma	MESH:D008223	Papillomavirus Infections	MESH:D030361	9
Lymphoma	MESH:D008223	Fibrous Dysplasia, Polyostotic	MESH:D005359	9
Lymphoma	MESH:D008223	Polycystic Kidney Diseases	MESH:D007690	9
Lymphoma	MESH:D008223	Diverticulosis, Stomach	MESH:D045724	9
Lymphoma	MESH:D008223	Erythema Multiforme	MESH:D004892	9
Lymphoma	MESH:D008223		OMIM:606482	9
Lymphoma	MESH:D008223	Neurocytoma	MESH:D018306	9
Lymphoma	MESH:D008223	Lysosomal Storage Diseases	MESH:D016464	9
Lymphoma	MESH:D008223		OMIM:172870	9
Lymphoma	MESH:D008223	Gingivitis	MESH:D005891	9
Lymphoma	MESH:D008223	Schnitzler Syndrome	MESH:D019873	9
Lymphoma	MESH:D008223	Uterine Diseases	MESH:D014591	9
Lymphoma	MESH:D008223	Cyanosis	MESH:D003490	9
Lymphoma	MESH:D008223	Neoplasm Regression, Spontaneous	MESH:D009365	9
Lymphoma	MESH:D008223	Cerebral Amyloid Angiopathy	MESH:D016657	9
Lymphoma	MESH:D008223	Urinary Bladder Calculi	MESH:D001744	9
Lymphoma	MESH:D008223	Polyomavirus Infections	MESH:D027601	9
Lymphoma	MESH:D008223	Neisseriaceae Infections	MESH:D016870	9
Lymphoma	MESH:D008223	Spondylocarpotarsal synostosis	MESH:C535780	9
Lymphoma	MESH:D008223	Hearing Loss, Sudden	MESH:D003639	9
Lymphoma	MESH:D008223	Rhinitis, Allergic, Seasonal	MESH:D006255	9
Lymphoma	MESH:D008223	Testicular Hydrocele	MESH:D006848	9
Lymphoma	MESH:D008223	Hemostatic Disorders	MESH:D020141	9
Lymphoma	MESH:D008223	Cerebral Ventriculitis	MESH:D058565	9
Lymphoma	MESH:D008223	Thoracic Outlet Syndrome	MESH:D013901	9
Lymphoma	MESH:D008223	Granulomatous Angiitis of the Central Nervous System	MESH:C537295	9
Lymphoma	MESH:D008223	Neurocysticercosis	MESH:D020019	9
Lymphoma	MESH:D008223	Bowen's Disease	MESH:D001913	9
Lymphoma	MESH:D008223	Multiple Endocrine Neoplasia Type 1	MESH:D018761	9
Lymphoma	MESH:D008223	Cholelithiasis	MESH:D002769	9
Lymphoma	MESH:D008223	Goiter, Substernal	MESH:D006045	9
Lymphoma	MESH:D008223		OMIM:267430	9
Multiple Myeloma	MESH:D009101	Xanthomatosis, Cerebrotendinous	MESH:D019294	9
Multiple Myeloma	MESH:D009101	Chromosomal Instability	MESH:D043171	9
Multiple Myeloma	MESH:D009101	Potocki-Shaffer syndrome	MESH:C538356	9
Multiple Myeloma	MESH:D009101	Upper Extremity Deep Vein Thrombosis	MESH:D056824	9
Multiple Myeloma	MESH:D009101	Granuloma, Plasma Cell	MESH:D006104	9
Multiple Myeloma	MESH:D009101	Calcium Metabolism Disorders	MESH:D002128	9
Multiple Myeloma	MESH:D009101	Aortic Valve Stenosis	MESH:D001024	9
Multiple Myeloma	MESH:D009101	Vertigo	MESH:D014717	9
Multiple Myeloma	MESH:D009101	Brain Ischemia	MESH:D002545	9
Multiple Myeloma	MESH:D009101	Urinary Retention	MESH:D016055	9
Multiple Myeloma	MESH:D009101		OMIM:176430	9
Multiple Myeloma	MESH:D009101	End Stage Liver Disease	MESH:D058625	9
Multiple Myeloma	MESH:D009101	Periprosthetic Fractures	MESH:D057068	9
Multiple Myeloma	MESH:D009101		OMIM:608805	9
Multiple Myeloma	MESH:D009101	Periodontitis	MESH:D010518	9
